Id,Title,Price,User_id,profileName,review/score,review/text,review/time
491,Data Pipelines Pocket Reference,20.35,239,User 188,5,challenging dense insightful comprehensive comprehensive comprehensive insightful dense dense practical practical dense clear dense comprehensive challenging challenging practical practical great challenging comprehensive comprehensive,1594591200
492,Hands-On Machine Learning,59.66,427,User 443,5,practical practical great great insightful practical clear insightful practical,1602367200
493,Hands-On Machine Learning,54.47,175,User 356,3,great insightful comprehensive practical clear challenging challenging practical great dense great comprehensive,1581634800
494,Hands-On Machine Learning,46.05,157,User 70,1,great comprehensive dense practical practical practical insightful clear great challenging practical clear practical great insightful dense comprehensive challenging comprehensive insightful clear dense great insightful challenging challenging,1584831600
495,Data Pipelines Pocket Reference,60.28,103,User 288,1,challenging clear dense challenging challenging clear clear great,1608678000
496,Effective Python,19.05,326,User 127,2,great comprehensive challenging clear dense comprehensive dense practical clear dense practical great dense comprehensive comprehensive challenging comprehensive challenging comprehensive practical clear dense clear,1582671600
497,Hands-On Machine Learning,34.31,170,User 91,3,practical great insightful dense practical challenging clear insightful practical dense comprehensive clear clear practical challenging clear dense clear great great challenging practical clear challenging clear clear great great dense,1607122800
498,Deep Learning with Python,72.64,367,User 460,1,great comprehensive insightful comprehensive practical challenging comprehensive great insightful clear insightful great great clear challenging comprehensive,1595109600
499,Hands-On Machine Learning,28.67,435,User 462,2,dense practical dense clear practical insightful great challenging challenging comprehensive great clear,1598565600
500,Building Microservices,78.41,141,User 490,1,great comprehensive clear great practical challenging great dense clear comprehensive challenging insightful dense challenging insightful dense great insightful great,1588456800
501,The Pragmatic Programmer,30.14,350,User 269,2,clear practical practical practical great comprehensive great great clear practical clear great comprehensive insightful great challenging comprehensive great clear,1589752800
502,Clean Code,56.46,376,User 149,1,great great dense dense insightful comprehensive clear dense clear comprehensive clear clear practical,1587765600
503,Data Pipelines Pocket Reference,77.26,155,User 334,1,insightful dense practical practical dense insightful challenging comprehensive insightful insightful dense practical dense comprehensive dense clear clear dense,1601071200
504,Data Pipelines Pocket Reference,10.2,186,User 135,5,practical clear comprehensive comprehensive insightful insightful comprehensive great insightful challenging great practical practical comprehensive insightful comprehensive comprehensive comprehensive practical great practical challenging great practical challenging clear challenging dense dense,1585951200
505,Data Pipelines Pocket Reference,41.35,431,User 478,3,great insightful great great great dense dense challenging great,1582153200
506,Data Pipelines Pocket Reference,61.68,81,User 199,2,dense comprehensive dense challenging insightful dense practical comprehensive great dense dense challenging practical clear dense dense dense dense challenging practical challenging comprehensive comprehensive challenging great insightful great comprehensive comprehensive great,1606863600
507,Building Microservices,55.28,56,User 240,3,great great comprehensive insightful clear great clear great insightful great practical comprehensive insightful insightful comprehensive great dense challenging insightful insightful practical challenging dense comprehensive insightful challenging insightful,1586296800
508,Clean Code,63.06,253,User 194,5,comprehensive comprehensive practical practical clear challenging practical challenging great practical dense practical great practical comprehensive comprehensive practical comprehensive insightful dense clear practical challenging comprehensive dense clear,1608505200
509,Introduction to Algorithms,59.32,67,User 155,1,challenging comprehensive clear great practical great insightful great practical practical clear challenging clear dense practical challenging comprehensive comprehensive insightful great,1606172400
510,Python Data Science Handbook,34.46,271,User 151,3,insightful great great dense insightful great comprehensive insightful challenging dense clear dense challenging insightful great clear insightful insightful practical dense challenging comprehensive dense great,1584745200
511,Clean Code,72.78,2,User 254,4,practical practical great practical comprehensive great great comprehensive insightful challenging practical,1593640800
512,Deep Learning with Python,25.47,397,User 165,5,dense challenging dense dense challenging great insightful challenging dense dense challenging great dense challenging insightful comprehensive clear insightful insightful,1601762400
513,Deep Learning with Python,35.27,441,User 119,5,practical clear clear clear insightful challenging dense insightful challenging challenging,1602540000
514,Deep Learning with Python,20.59,332,User 202,3,comprehensive comprehensive practical clear clear practical clear comprehensive comprehensive challenging great insightful dense dense clear dense comprehensive insightful challenging great great clear great,1591480800
515,Clean Code,78.2,257,User 220,3,great comprehensive practical challenging comprehensive great comprehensive dense dense insightful clear dense practical clear great great great challenging comprehensive comprehensive,1591653600
516,Effective Python,24.72,413,User 9,4,challenging clear challenging dense dense clear dense insightful practical clear great great comprehensive insightful challenging comprehensive dense challenging clear practical clear comprehensive insightful,1583276400
517,Effective Python,55.56,237,User 50,5,clear great clear comprehensive great comprehensive comprehensive comprehensive comprehensive comprehensive clear dense insightful practical great insightful practical challenging insightful,1605654000
518,Deep Learning with Python,30.38,446,User 162,4,dense dense great comprehensive dense comprehensive dense dense clear dense dense insightful clear comprehensive great comprehensive dense clear insightful great comprehensive,1592517600
519,Designing Data-Intensive Applications,27.13,256,User 18,5,challenging insightful comprehensive practical comprehensive dense comprehensive challenging insightful practical insightful clear dense,1602367200
520,Designing Data-Intensive Applications,45.89,154,User 326,5,comprehensive great challenging challenging great great clear comprehensive challenging comprehensive practical great dense insightful challenging insightful great dense dense comprehensive,1602712800
521,Introduction to Algorithms,11.76,253,User 332,3,challenging challenging insightful insightful dense challenging comprehensive insightful challenging practical practical clear practical great dense comprehensive comprehensive insightful dense comprehensive dense great challenging dense,1595023200
522,Designing Data-Intensive Applications,32.98,497,User 90,2,clear great insightful clear challenging dense clear insightful great dense great practical clear insightful insightful challenging great clear practical practical challenging insightful dense challenging insightful insightful practical dense comprehensive practical,1588716000
523,Data Pipelines Pocket Reference,24.3,370,User 251,4,clear practical dense dense comprehensive dense dense practical clear challenging practical great comprehensive practical clear insightful insightful insightful comprehensive practical great insightful practical great,1604271600
524,Data Pipelines Pocket Reference,26.97,472,User 77,2,clear comprehensive insightful challenging clear insightful great practical dense challenging great dense great dense great dense comprehensive great great clear,1587333600
525,Introduction to Algorithms,59.1,182,User 28,3,practical comprehensive practical comprehensive comprehensive practical clear insightful challenging practical dense challenging dense clear practical comprehensive practical practical,1583362800
526,Clean Code,39.21,370,User 437,3,great challenging comprehensive practical challenging comprehensive challenging comprehensive comprehensive dense insightful comprehensive practical great dense clear dense insightful comprehensive clear clear great great clear clear practical clear clear great practical,1589580000
527,The Pragmatic Programmer,67.94,279,User 167,5,clear clear dense comprehensive clear dense comprehensive dense clear insightful challenging clear practical comprehensive dense comprehensive clear,1578783600
528,Data Pipelines Pocket Reference,79.43,27,User 237,5,practical insightful challenging insightful dense challenging clear insightful,1606950000
529,Data Pipelines Pocket Reference,42.6,393,User 10,4,challenging comprehensive comprehensive challenging practical challenging comprehensive comprehensive great insightful challenging challenging insightful clear clear insightful clear insightful comprehensive challenging comprehensive challenging clear,1579215600
530,Effective Python,44.03,28,User 377,4,great clear practical great comprehensive practical comprehensive practical,1592863200
531,Clean Code,78.64,2,User 21,3,challenging practical comprehensive great challenging challenging challenging great clear dense dense comprehensive practical challenging challenging,1591048800
532,Building Microservices,29.95,151,User 278,4,practical dense practical great clear comprehensive comprehensive challenging practical dense clear insightful dense dense insightful challenging clear great clear dense great practical challenging clear challenging insightful insightful practical,1605481200
533,The Pragmatic Programmer,71.87,496,User 262,5,clear practical practical practical clear comprehensive insightful practical dense challenging practical insightful challenging challenging comprehensive,1588543200
534,Python Data Science Handbook,22.69,89,User 103,3,practical great great dense insightful dense insightful clear insightful insightful clear comprehensive practical challenging clear dense comprehensive clear comprehensive challenging comprehensive great comprehensive dense practical clear,1601676000
535,Deep Learning with Python,55.36,69,User 277,5,dense comprehensive clear comprehensive challenging clear challenging dense challenging challenging challenging comprehensive clear dense clear great insightful great clear insightful challenging clear practical,1588284000
536,Effective Python,40.43,46,User 262,1,challenging dense dense practical clear challenging great clear practical comprehensive challenging dense insightful insightful comprehensive challenging insightful clear clear dense challenging practical dense,1594504800
537,The Pragmatic Programmer,44.85,288,User 483,3,practical great practical practical dense comprehensive comprehensive practical challenging practical practical great great great practical great challenging clear great great practical great challenging challenging insightful dense practical challenging practical insightful,1591912800
538,Python Data Science Handbook,49.84,438,User 397,2,comprehensive comprehensive great clear insightful great clear clear insightful insightful great practical comprehensive insightful challenging clear clear comprehensive insightful practical practical great insightful practical insightful comprehensive,1588716000
539,Hands-On Machine Learning,63.54,104,User 383,3,challenging dense practical comprehensive practical practical clear clear dense comprehensive dense dense practical practical insightful challenging dense challenging insightful clear dense practical great clear comprehensive,1600293600
540,Designing Data-Intensive Applications,76.43,164,User 81,3,dense practical insightful comprehensive practical comprehensive practical great dense great clear insightful comprehensive clear challenging practical challenging dense great clear clear challenging insightful,1587679200
541,Clean Code,33.69,479,User 344,4,clear insightful challenging comprehensive clear great practical insightful challenging comprehensive clear clear dense dense clear insightful great,1586556000
542,Designing Data-Intensive Applications,16.9,493,User 382,5,clear dense comprehensive practical clear great great practical insightful challenging comprehensive comprehensive great great insightful clear comprehensive,1579388400
543,Clean Code,12.48,115,User 105,5,great clear insightful clear clear insightful insightful insightful clear practical challenging comprehensive great comprehensive clear dense clear clear great dense challenging comprehensive comprehensive insightful challenging great clear challenging,1583535600
544,Deep Learning with Python,16.87,86,User 318,3,clear great practical clear insightful comprehensive comprehensive clear,1596578400
545,Effective Python,29.86,319,User 38,4,comprehensive insightful clear practical dense comprehensive clear challenging insightful dense clear insightful comprehensive,1589839200
546,Hands-On Machine Learning,19.3,371,User 144,3,great dense practical dense challenging comprehensive comprehensive insightful dense dense dense practical challenging clear,1604358000
547,Designing Data-Intensive Applications,64.45,241,User 407,5,clear great comprehensive clear insightful great great challenging great great dense dense comprehensive clear challenging comprehensive dense practical practical practical great challenging great insightful insightful clear,1584572400
548,Data Pipelines Pocket Reference,46.51,290,User 106,4,great dense comprehensive great comprehensive challenging dense dense comprehensive insightful,1602108000
549,The Pragmatic Programmer,46.13,4,User 244,4,practical great comprehensive great challenging comprehensive practical practical clear dense comprehensive insightful practical dense great dense dense challenging clear dense practical dense dense challenging comprehensive,1589580000
550,The Pragmatic Programmer,10.7,374,User 338,3,dense comprehensive practical clear dense challenging clear insightful practical dense practical clear clear insightful insightful clear insightful practical dense great great challenging clear insightful insightful,1605654000
551,Building Microservices,41.56,383,User 339,4,clear great comprehensive practical comprehensive comprehensive comprehensive clear comprehensive dense insightful practical comprehensive challenging insightful insightful challenging comprehensive challenging challenging practical comprehensive practical great clear comprehensive great comprehensive dense,1604530800
552,The Pragmatic Programmer,58.6,144,User 11,2,dense challenging clear comprehensive insightful practical insightful dense challenging practical practical,1588543200
553,Deep Learning with Python,34.34,158,User 241,5,great clear challenging practical insightful insightful insightful dense great comprehensive insightful insightful clear comprehensive practical great insightful comprehensive practical dense dense dense clear dense great dense comprehensive,1597701600
554,Data Pipelines Pocket Reference,71.2,99,User 246,3,challenging dense practical challenging great comprehensive practical practical clear dense challenging insightful practical,1607122800
555,Hands-On Machine Learning,48.6,85,User 85,5,great clear great insightful insightful practical comprehensive great challenging comprehensive challenging practical great clear great comprehensive comprehensive dense comprehensive challenging insightful challenging insightful challenging great great challenging comprehensive dense,1591653600
556,Hands-On Machine Learning,55.73,224,User 429,1,great dense comprehensive insightful challenging challenging great comprehensive clear challenging comprehensive clear great comprehensive great practical dense great challenging practical dense great insightful,1587938400
557,Python Data Science Handbook,76.65,190,User 337,3,dense insightful clear challenging clear practical challenging dense clear challenging,1593295200
558,Data Pipelines Pocket Reference,67.44,251,User 358,3,dense challenging great clear great insightful practical comprehensive comprehensive practical practical comprehensive clear challenging insightful clear practical challenging great dense clear insightful practical,1591394400
559,Effective Python,79.43,474,User 312,5,dense clear clear practical challenging great practical comprehensive,1607900400
560,The Pragmatic Programmer,64.36,150,User 403,2,insightful great challenging insightful dense comprehensive dense dense comprehensive dense insightful insightful clear great dense insightful challenging clear challenging challenging challenging,1607036400
561,Clean Code,37.51,143,User 291,1,practical dense comprehensive great practical dense challenging challenging practical challenging dense insightful insightful insightful,1605740400
562,Introduction to Algorithms,65.64,130,User 288,2,insightful practical practical clear practical challenging practical insightful clear dense practical insightful comprehensive dense challenging clear great clear dense insightful comprehensive clear practical insightful practical comprehensive practical,1582326000
563,Effective Python,33.49,366,User 451,2,practical challenging dense clear insightful comprehensive insightful clear challenging challenging practical comprehensive practical challenging challenging comprehensive challenging,1578351600
564,The Pragmatic Programmer,41.92,459,User 311,4,challenging practical challenging comprehensive clear clear great insightful clear great clear comprehensive great dense clear dense insightful great clear insightful insightful great great,1581548400
565,Designing Data-Intensive Applications,26.61,409,User 148,5,dense practical comprehensive insightful challenging practical practical comprehensive clear,1582066800
566,Hands-On Machine Learning,60.67,140,User 359,5,challenging dense practical practical clear challenging clear insightful practical comprehensive challenging great practical dense,1585004400
567,Introduction to Algorithms,44.75,262,User 188,4,practical insightful insightful challenging great great practical challenging challenging clear comprehensive practical great insightful insightful clear insightful insightful great,1601676000
568,Hands-On Machine Learning,65.15,327,User 58,1,clear insightful practical great comprehensive practical great great great clear comprehensive challenging comprehensive challenging insightful dense practical challenging practical practical insightful practical practical great clear,1595023200
569,Python Data Science Handbook,37.74,434,User 249,4,comprehensive insightful insightful great clear insightful clear clear challenging great clear comprehensive insightful great comprehensive clear practical insightful challenging comprehensive great,1588629600
570,Designing Data-Intensive Applications,25.64,172,User 103,3,dense practical great insightful clear insightful clear great challenging challenging clear practical dense comprehensive comprehensive insightful,1580684400
571,The Pragmatic Programmer,51.67,221,User 161,2,comprehensive clear great dense dense great practical great challenging comprehensive dense clear comprehensive clear great great insightful great practical challenging insightful dense great great insightful,1581202800
572,Designing Data-Intensive Applications,60.31,32,User 417,4,comprehensive clear comprehensive dense great practical clear practical practical clear challenging insightful clear practical,1584745200
573,Hands-On Machine Learning,41.41,420,User 189,2,dense practical comprehensive great comprehensive insightful challenging practical dense,1598479200
574,Building Microservices,69.0,226,User 373,1,challenging clear comprehensive dense great dense clear dense insightful great insightful comprehensive insightful clear insightful clear dense dense clear,1592172000
575,Effective Python,62.21,298,User 431,3,comprehensive challenging insightful dense dense clear challenging dense challenging dense dense clear challenging practical dense clear dense practical clear comprehensive clear,1586642400
576,Python Data Science Handbook,71.05,80,User 71,2,practical practical great great clear challenging dense insightful practical great challenging challenging clear challenging,1598997600
577,Introduction to Algorithms,12.89,137,User 500,4,insightful great clear challenging comprehensive insightful practical clear comprehensive practical comprehensive comprehensive great comprehensive insightful great challenging comprehensive dense great great dense dense,1581375600
578,Deep Learning with Python,28.49,88,User 414,2,dense comprehensive practical practical practical insightful comprehensive practical clear great insightful comprehensive insightful,1587679200
579,Designing Data-Intensive Applications,25.21,476,User 423,5,insightful dense dense insightful insightful practical great dense challenging great comprehensive insightful clear challenging dense,1601157600
580,Clean Code,21.53,90,User 34,3,practical challenging challenging insightful comprehensive great practical insightful comprehensive insightful practical insightful practical dense clear insightful,1597183200
581,Data Pipelines Pocket Reference,41.32,316,User 284,3,clear great comprehensive dense comprehensive clear dense insightful comprehensive clear practical dense great insightful comprehensive practical clear clear insightful clear practical comprehensive clear practical practical challenging clear,1589666400
582,Data Pipelines Pocket Reference,69.87,280,User 60,4,great dense great comprehensive insightful great insightful comprehensive challenging comprehensive comprehensive dense dense challenging clear comprehensive clear insightful practical practical comprehensive great great insightful great challenging dense clear,1579993200
583,Effective Python,13.18,322,User 279,5,practical clear challenging dense challenging clear practical insightful comprehensive comprehensive insightful practical insightful insightful comprehensive great great comprehensive insightful great clear great insightful dense great insightful,1582671600
584,Introduction to Algorithms,67.6,106,User 225,5,comprehensive clear challenging great great great challenging great insightful practical great,1601157600
585,Designing Data-Intensive Applications,72.01,304,User 461,5,great comprehensive insightful comprehensive comprehensive dense great practical comprehensive,1598911200
586,The Pragmatic Programmer,49.38,351,User 428,4,clear challenging clear insightful dense great great great clear clear great challenging,1581634800
587,Python Data Science Handbook,45.23,158,User 195,4,clear great practical comprehensive clear practical dense challenging,1609023600
588,Introduction to Algorithms,70.37,161,User 92,5,challenging insightful challenging great insightful great great insightful,1581548400
589,Python Data Science Handbook,77.54,354,User 337,4,clear practical insightful great practical insightful insightful clear great challenging challenging insightful practical dense dense dense great insightful challenging challenging insightful great clear insightful clear clear insightful comprehensive comprehensive,1579734000
590,Effective Python,12.87,365,User 232,1,dense comprehensive dense dense dense practical challenging clear insightful great practical practical insightful challenging comprehensive great dense,1605481200
591,The Pragmatic Programmer,50.47,92,User 489,3,challenging clear great insightful great comprehensive great comprehensive dense comprehensive challenging,1602021600
592,Effective Python,66.18,319,User 390,1,comprehensive comprehensive dense clear insightful practical practical great dense practical clear dense challenging comprehensive insightful practical,1593122400
593,Effective Python,39.58,428,User 413,5,practical comprehensive clear insightful insightful practical comprehensive comprehensive challenging,1588629600
594,Deep Learning with Python,41.52,105,User 176,2,practical dense comprehensive comprehensive insightful clear challenging practical practical challenging dense insightful practical,1595109600
595,Designing Data-Intensive Applications,78.14,146,User 446,4,great practical clear challenging comprehensive insightful comprehensive challenging insightful great great dense comprehensive great comprehensive great challenging,1583622000
596,Introduction to Algorithms,50.85,287,User 234,3,dense comprehensive great great dense challenging comprehensive insightful practical comprehensive challenging insightful clear,1584831600
597,Python Data Science Handbook,38.48,450,User 317,1,dense great clear comprehensive dense great practical challenging comprehensive insightful dense practical dense practical dense comprehensive great dense,1602194400
598,The Pragmatic Programmer,30.84,143,User 99,5,great challenging practical great challenging dense practical insightful clear practical dense challenging dense insightful great comprehensive practical dense challenging practical insightful insightful dense,1578610800
599,Effective Python,12.45,88,User 276,5,comprehensive insightful clear dense dense dense comprehensive dense challenging challenging comprehensive,1595023200
600,Clean Code,78.27,121,User 238,4,dense great dense practical comprehensive challenging comprehensive challenging clear insightful challenging insightful dense comprehensive challenging comprehensive insightful challenging clear clear great,1584313200
601,Designing Data-Intensive Applications,21.46,450,User 388,3,insightful practical challenging comprehensive great dense clear challenging insightful,1595368800
602,Designing Data-Intensive Applications,15.2,218,User 367,3,clear challenging clear practical challenging clear insightful insightful comprehensive great insightful great insightful dense dense great dense great insightful comprehensive comprehensive practical insightful comprehensive dense,1583967600
603,Data Pipelines Pocket Reference,43.1,139,User 264,2,great practical clear great clear great clear challenging dense dense insightful dense insightful great clear clear dense practical challenging clear clear practical insightful comprehensive insightful practical insightful,1607295600
604,Data Pipelines Pocket Reference,61.95,238,User 112,5,practical clear clear practical challenging practical great practical challenging practical challenging great comprehensive insightful great comprehensive practical clear practical dense clear clear great practical challenging comprehensive challenging challenging practical,1597183200
605,The Pragmatic Programmer,61.41,488,User 380,3,practical challenging practical comprehensive great insightful practical dense practical comprehensive,1579042800
606,Hands-On Machine Learning,75.5,410,User 481,4,insightful clear comprehensive great comprehensive clear comprehensive clear practical comprehensive practical great insightful clear challenging dense dense practical practical insightful,1600293600
607,Clean Code,66.14,120,User 267,1,great clear challenging challenging insightful practical clear practical great insightful clear challenging great insightful challenging clear insightful practical,1603839600
608,Building Microservices,12.58,413,User 178,4,practical great clear challenging insightful comprehensive practical challenging clear clear,1585090800
609,The Pragmatic Programmer,61.91,232,User 245,5,insightful great insightful practical comprehensive clear practical challenging practical great,1578870000
610,Deep Learning with Python,19.51,166,User 64,5,dense dense insightful comprehensive comprehensive insightful great challenging challenging challenging dense challenging practical clear challenging challenging practical insightful practical insightful,1583449200
611,Hands-On Machine Learning,30.05,130,User 435,1,great dense comprehensive insightful clear practical great clear challenging comprehensive insightful practical comprehensive insightful great dense challenging dense challenging comprehensive great comprehensive dense comprehensive practical practical,1589666400
612,Python Data Science Handbook,48.38,368,User 442,5,insightful great great comprehensive clear practical comprehensive challenging insightful insightful practical practical practical great,1593727200
613,Building Microservices,22.8,268,User 405,3,dense clear insightful comprehensive insightful insightful insightful clear dense clear challenging great,1594764000
614,Python Data Science Handbook,36.17,204,User 214,1,challenging insightful practical comprehensive dense great comprehensive dense insightful challenging insightful dense challenging comprehensive practical clear practical practical insightful insightful clear challenging comprehensive comprehensive dense insightful insightful challenging comprehensive,1580166000
615,Data Pipelines Pocket Reference,21.16,112,User 293,1,dense challenging practical comprehensive challenging insightful great clear,1586728800
616,Introduction to Algorithms,49.1,171,User 240,5,dense comprehensive comprehensive great dense dense comprehensive dense great dense insightful great dense great insightful comprehensive,1598306400
617,Effective Python,55.92,183,User 295,2,practical great practical comprehensive challenging clear comprehensive comprehensive insightful insightful dense practical challenging clear great clear comprehensive insightful great,1604962800
618,Introduction to Algorithms,51.3,38,User 173,4,great challenging great challenging dense insightful dense dense challenging practical great clear insightful clear dense clear,1606431600
619,Introduction to Algorithms,21.68,318,User 361,4,comprehensive great dense clear practical practical practical comprehensive clear insightful insightful comprehensive great clear practical,1591308000
620,Effective Python,42.31,484,User 174,5,practical practical insightful practical clear challenging challenging challenging practical challenging insightful challenging insightful dense practical great practical practical clear comprehensive challenging dense great,1604358000
621,Building Microservices,66.74,392,User 410,3,practical challenging insightful insightful dense dense great comprehensive challenging practical challenging,1592344800
622,Data Pipelines Pocket Reference,35.09,315,User 281,3,dense insightful challenging clear clear practical comprehensive insightful dense clear practical great,1593813600
623,Effective Python,65.37,452,User 227,2,dense challenging clear comprehensive insightful clear clear dense dense great insightful great clear practical comprehensive comprehensive insightful comprehensive clear great challenging dense challenging clear dense great great comprehensive,1586642400
624,The Pragmatic Programmer,22.7,252,User 398,5,insightful practical clear challenging practical insightful challenging practical insightful comprehensive insightful great challenging great dense great,1578610800
625,Introduction to Algorithms,42.53,13,User 78,5,comprehensive insightful insightful comprehensive dense clear comprehensive insightful great insightful,1594159200
626,Designing Data-Intensive Applications,57.76,488,User 416,3,clear great comprehensive challenging insightful insightful practical practical practical great,1595109600
627,Designing Data-Intensive Applications,55.13,357,User 196,2,practical clear dense practical challenging great challenging great clear comprehensive practical clear practical challenging,1598997600
628,Building Microservices,68.44,187,User 160,4,dense comprehensive clear practical great insightful challenging clear insightful great practical challenging comprehensive clear insightful insightful challenging challenging comprehensive practical clear,1599861600
629,Clean Code,15.31,441,User 306,2,insightful dense clear clear clear challenging clear challenging dense challenging great practical insightful,1608332400
630,Effective Python,68.06,104,User 305,4,challenging clear challenging great great great comprehensive clear great comprehensive challenging practical dense clear comprehensive clear dense clear great challenging practical,1595541600
631,Data Pipelines Pocket Reference,22.87,328,User 238,3,dense great challenging practical dense clear challenging practical insightful great challenging clear comprehensive practical clear practical clear great insightful great great insightful challenging insightful practical insightful,1600812000
632,The Pragmatic Programmer,60.18,399,User 249,1,insightful great challenging comprehensive clear great insightful great clear great comprehensive insightful insightful great comprehensive insightful,1593900000
633,Clean Code,26.98,417,User 146,3,challenging challenging clear challenging challenging dense challenging dense challenging great dense dense dense comprehensive great great comprehensive,1579215600
634,Hands-On Machine Learning,32.09,284,User 333,2,comprehensive practical challenging practical clear clear comprehensive comprehensive insightful practical insightful clear dense challenging,1585090800
635,Effective Python,46.23,251,User 162,1,practical practical clear clear comprehensive challenging great insightful dense insightful dense practical challenging practical insightful challenging comprehensive dense,1591999200
636,The Pragmatic Programmer,14.31,115,User 440,5,great dense practical challenging great dense challenging practical insightful dense insightful insightful great great challenging comprehensive practical dense great comprehensive practical clear great insightful,1593727200
637,Effective Python,18.36,136,User 304,4,dense insightful practical comprehensive great dense challenging insightful insightful great,1580079600
638,Effective Python,63.93,455,User 373,4,dense comprehensive practical great great practical insightful insightful dense clear comprehensive great great clear insightful great practical dense comprehensive practical,1595541600
639,Designing Data-Intensive Applications,25.05,255,User 316,4,clear practical dense comprehensive challenging dense great comprehensive great dense practical clear insightful great dense challenging comprehensive great great comprehensive clear dense comprehensive challenging,1604790000
640,Designing Data-Intensive Applications,12.15,167,User 278,4,dense great insightful great comprehensive practical challenging clear comprehensive great insightful,1580857200
641,Hands-On Machine Learning,10.82,493,User 69,4,challenging dense practical dense great comprehensive great challenging comprehensive great clear dense great dense dense comprehensive comprehensive insightful,1588975200
642,Clean Code,21.55,327,User 299,2,comprehensive great challenging insightful practical challenging insightful great,1606345200
643,Designing Data-Intensive Applications,31.18,361,User 250,2,dense dense challenging great comprehensive insightful practical comprehensive dense challenging practical great challenging comprehensive insightful dense comprehensive comprehensive comprehensive great comprehensive dense comprehensive,1602453600
644,Clean Code,28.53,103,User 34,5,insightful challenging challenging clear dense comprehensive challenging insightful insightful insightful insightful clear great comprehensive challenging practical great comprehensive comprehensive insightful challenging challenging challenging challenging challenging,1585263600
645,Designing Data-Intensive Applications,64.8,269,User 245,2,challenging challenging clear great challenging challenging comprehensive insightful great comprehensive great clear insightful dense dense insightful dense practical practical challenging insightful comprehensive great dense,1604876400
646,Deep Learning with Python,60.38,438,User 264,2,dense great challenging insightful insightful challenging dense dense dense practical practical insightful practical challenging challenging insightful practical insightful clear comprehensive comprehensive insightful dense practical great practical comprehensive,1604444400
647,The Pragmatic Programmer,37.18,301,User 283,3,dense insightful clear challenging comprehensive challenging dense dense great practical dense great challenging great clear dense dense insightful great comprehensive practical comprehensive insightful clear great clear challenging challenging clear clear,1597010400
648,Introduction to Algorithms,47.07,253,User 21,5,practical dense dense comprehensive challenging challenging great comprehensive great practical dense practical challenging practical challenging practical dense practical,1596664800
649,Effective Python,30.96,488,User 383,5,dense insightful comprehensive insightful clear great practical dense comprehensive dense comprehensive comprehensive insightful challenging comprehensive insightful dense clear practical practical comprehensive great clear challenging,1598565600
650,Designing Data-Intensive Applications,12.83,213,User 342,5,comprehensive challenging clear clear great comprehensive comprehensive challenging challenging challenging challenging challenging comprehensive great insightful great practical clear practical challenging insightful clear dense insightful dense practical clear challenging comprehensive comprehensive,1593554400
651,The Pragmatic Programmer,62.43,388,User 224,4,clear comprehensive clear insightful comprehensive practical dense great great great challenging challenging insightful great comprehensive insightful insightful great great comprehensive clear clear comprehensive great dense,1583362800
652,Hands-On Machine Learning,38.53,232,User 82,3,dense great comprehensive dense clear insightful insightful comprehensive clear great practical challenging insightful comprehensive comprehensive,1603058400
653,Data Pipelines Pocket Reference,54.4,280,User 326,4,practical insightful dense challenging comprehensive dense insightful insightful dense insightful great insightful comprehensive challenging dense challenging clear challenging practical clear clear great comprehensive,1581030000
654,Designing Data-Intensive Applications,60.01,128,User 165,1,clear insightful dense clear dense dense practical insightful practical dense challenging clear dense great insightful practical insightful challenging insightful,1586642400
655,The Pragmatic Programmer,19.22,133,User 14,1,practical dense great dense comprehensive challenging practical insightful great practical clear dense comprehensive comprehensive clear comprehensive great clear practical dense challenging insightful insightful clear comprehensive dense practical comprehensive clear insightful,1599688800
656,Data Pipelines Pocket Reference,30.38,452,User 245,3,insightful comprehensive challenging great comprehensive clear dense clear comprehensive comprehensive insightful comprehensive practical challenging insightful dense insightful,1585778400
657,The Pragmatic Programmer,79.04,292,User 192,4,dense clear practical great great challenging great comprehensive practical practical great practical comprehensive clear comprehensive great clear dense practical clear challenging dense dense challenging insightful,1581894000
658,Python Data Science Handbook,25.23,367,User 67,1,comprehensive comprehensive practical practical clear practical dense practical dense clear practical great practical clear dense practical,1596837600
659,The Pragmatic Programmer,67.82,135,User 206,1,great dense challenging comprehensive insightful insightful practical clear great practical insightful insightful,1607986800
660,Python Data Science Handbook,45.25,163,User 373,3,challenging challenging dense clear challenging challenging insightful challenging comprehensive practical great,1583535600
661,Designing Data-Intensive Applications,78.67,219,User 432,1,challenging insightful great challenging comprehensive challenging clear dense,1578783600
662,Introduction to Algorithms,23.11,217,User 15,4,dense challenging dense insightful insightful challenging insightful clear great clear insightful great practical insightful great comprehensive practical comprehensive practical clear comprehensive insightful insightful,1597528800
663,Hands-On Machine Learning,51.21,171,User 391,2,clear challenging comprehensive challenging dense great great practical,1578438000
664,Hands-On Machine Learning,12.22,251,User 58,1,clear insightful great comprehensive great great great challenging clear comprehensive comprehensive insightful dense great dense great dense comprehensive clear great,1585864800
665,The Pragmatic Programmer,72.9,358,User 175,3,challenging clear clear challenging insightful clear insightful insightful insightful practical,1595282400
666,Designing Data-Intensive Applications,70.46,227,User 491,2,challenging comprehensive challenging clear practical comprehensive challenging insightful insightful insightful great challenging great practical clear,1589925600
667,Deep Learning with Python,56.7,185,User 112,2,dense challenging clear clear practical insightful dense challenging clear great challenging comprehensive great insightful challenging great clear insightful insightful challenging comprehensive clear challenging challenging practical,1592863200
